Ore Name,ItemStack,Item ID,Display Name,Wildcard
blockWoolPink,1xtile.cloth@6,minecraft:wool,Pink Wool,false
blockWoolPurple,1xtile.cloth@10,minecraft:wool,Purple Wool,false
blockWoolRed,1xtile.cloth@14,minecraft:wool,Red Wool,false
blockWoolWhite,1xtile.cloth@0,minecraft:wool,Wool,false
blockWoolYellow,1xtile.cloth@4,minecraft:wool,Yellow Wool,false
blockWroughtIron,1xtile.gardenstuff.metalBlock@0,GardenStuff:metal_block,Block of Wrought Iron,false
blockZinc,1xtile.metal.block.precious.block@0,Metallurgy:precious.block,Zinc Block,false
blueslimeRod,1xitem.tconstruct.ToolRod@17,TConstruct:toolRod,Slime Tool Rod,false
boneRod,1xitem.tconstruct.ToolRod@5,TConstruct:toolRod,Bone Tool Rod,false
bowlWood,1xitem.natura.emptybowl@2,Natura:natura.emptybowl,Bowl,false
bowlWood,1xitem.natura.emptybowl@4,Natura:natura.emptybowl,Bowl,false
bowlWood,1xitem.natura.emptybowl@11,Natura:natura.emptybowl,Bowl,false
bowlWood,1xitem.natura.emptybowl@12,Natura:natura.emptybowl,Bowl,false
brickAdamantine,1xtile.metal.block.fantasy.brick@13,Metallurgy:fantasy.brick,Adamantine Brick,false
brickAlduorite,1xtile.metal.block.nether.brick@6,Metallurgy:nether.brick,Alduorite Brick,false
brickAmordrine,1xtile.metal.block.nether.brick@12,Metallurgy:nether.brick,Amordrine Brick,false
brickAngmallen,1xtile.metal.block.base.brick@6,Metallurgy:base.brick,Angmallen Brick,false
brickAstralSilver,1xtile.metal.block.fantasy.brick@5,Metallurgy:fantasy.brick,Astral Silver Brick,false
brickAtlarus,1xtile.metal.block.fantasy.brick@14,Metallurgy:fantasy.brick,Atlarus Brick,false
brickBlackSteel,1xtile.metal.block.fantasy.brick@3,Metallurgy:fantasy.brick,Black Steel Brick,false
brickBrass,1xtile.metal.block.precious.brick@3,Metallurgy:precious.brick,Brass Brick,false
brickBronze,1xtile.metal.block.base.brick@3,Metallurgy:base.brick,Bronze Brick,false
brickCarmot,1xtile.metal.block.fantasy.brick@6,Metallurgy:fantasy.brick,Carmot Brick,false
brickCelenegil,1xtile.metal.block.fantasy.brick@12,Metallurgy:fantasy.brick,Celenegil Brick,false
brickCeruclase,1xtile.metal.block.nether.brick@5,Metallurgy:nether.brick,Ceruclase Brick,false
brickCopper,1xtile.metal.block.base.brick@0,Metallurgy:base.brick,Copper Brick,false
brickDamascusSteel,1xtile.metal.block.base.brick@5,Metallurgy:base.brick,Damascus Steel Brick,false
brickDeepIron,1xtile.metal.block.fantasy.brick@1,Metallurgy:fantasy.brick,Deep Iron Brick,false
brickDesichalkos,1xtile.metal.block.ender.brick@2,Metallurgy:ender.brick,Desichalkos Brick,false
brickElectrum,1xtile.metal.block.precious.brick@4,Metallurgy:precious.brick,Electrum Brick,false
brickEximite,1xtile.metal.block.ender.brick@0,Metallurgy:ender.brick,Eximite Brick,false
brickGold,1xtile.metal.block.vanilla.brick@0,Metallurgy:vanilla.brick,Gold Brick,false
brickHaderoth,1xtile.metal.block.fantasy.brick@10,Metallurgy:fantasy.brick,Haderoth Brick,false
brickHepatizon,1xtile.metal.block.base.brick@4,Metallurgy:base.brick,Hepatizon Brick,false
brickIgnatius,1xtile.metal.block.nether.brick@0,Metallurgy:nether.brick,Ignatius Brick,false
brickInfuscolium,1xtile.metal.block.fantasy.brick@2,Metallurgy:fantasy.brick,Infuscolium Brick,false
brickInolashite,1xtile.metal.block.nether.brick@11,Metallurgy:nether.brick,Inolashite Brick,false
brickIron,1xtile.metal.block.vanilla.brick@1,Metallurgy:vanilla.brick,Iron Brick,false
brickKalendrite,1xtile.metal.block.nether.brick@7,Metallurgy:nether.brick,Kalendrite Brick,false
brickLemurite,1xtile.metal.block.nether.brick@2,Metallurgy:nether.brick,Lemurite Brick,false
brickManganese,1xtile.metal.block.base.brick@2,Metallurgy:base.brick,Manganese Brick,false
brickMeutoite,1xtile.metal.block.ender.brick@1,Metallurgy:ender.brick,Meutoite Brick,false
brickMidasium,1xtile.metal.block.nether.brick@3,Metallurgy:nether.brick,Midasium Brick,false
brickMithril,1xtile.metal.block.fantasy.brick@7,Metallurgy:fantasy.brick,Mithril Brick,false
brickOrichalcum,1xtile.metal.block.fantasy.brick@11,Metallurgy:fantasy.brick,Orichalcum Brick,false
brickOureclase,1xtile.metal.block.fantasy.brick@4,Metallurgy:fantasy.brick,Oureclase Brick,false
brickPlatinum,1xtile.metal.block.precious.brick@2,Metallurgy:precious.brick,Platinum Brick,false
brickPrometheum,1xtile.metal.block.fantasy.brick@0,Metallurgy:fantasy.brick,Prometheum Brick,false
brickQuicksilver,1xtile.metal.block.fantasy.brick@9,Metallurgy:fantasy.brick,Quicksilver Brick,false
brickRubracium,1xtile.metal.block.fantasy.brick@8,Metallurgy:fantasy.brick,Rubracium Brick,false
brickSanguinite,1xtile.metal.block.nether.brick@9,Metallurgy:nether.brick,Sanguinite Brick,false
brickShadowIron,1xtile.metal.block.nether.brick@1,Metallurgy:nether.brick,Shadow Iron Brick,false
brickShadowSteel,1xtile.metal.block.nether.brick@10,Metallurgy:nether.brick,Shadow Steel Brick,false
brickSilver,1xtile.metal.block.precious.brick@1,Metallurgy:precious.brick,Silver Brick,false
brickSteel,1xtile.metal.block.base.brick@7,Metallurgy:base.brick,Steel Brick,false
brickTartarite,1xtile.metal.block.fantasy.brick@15,Metallurgy:fantasy.brick,Tartarite Brick,false
brickTin,1xtile.metal.block.base.brick@1,Metallurgy:base.brick,Tin Brick,false
brickVulcanite,1xtile.metal.block.nether.brick@8,Metallurgy:nether.brick,Vulcanite Brick,false
brickVyroxeres,1xtile.metal.block.nether.brick@4,Metallurgy:nether.brick,Vyroxeres Brick,false
brickZinc,1xtile.metal.block.precious.brick@0,Metallurgy:precious.brick,Zinc Brick,false
bricksClay,1xtile.extrautils:color_brick@0,ExtraUtilities:color_brick,Colored Bricks (White Frequency),false
bricksClay,1xtile.extrautils:color_brick@1,ExtraUtilities:color_brick,Colored Bricks (Orange Frequency),false
bricksClay,1xtile.extrautils:color_brick@2,ExtraUtilities:color_brick,Colored Bricks (Magenta Frequency),false
bricksClay,1xtile.extrautils:color_brick@3,ExtraUtilities:color_brick,Colored Bricks (Light Blue Frequency),false
bricksClay,1xtile.extrautils:color_brick@4,ExtraUtilities:color_brick,Colored Bricks (Yellow Frequency),false
bricksClay,1xtile.extrautils:color_brick@5,ExtraUtilities:color_brick,Colored Bricks (Lime Frequency),false
bricksClay,1xtile.extrautils:color_brick@6,ExtraUtilities:color_brick,Colored Bricks (Pink Frequency),false
bricksClay,1xtile.extrautils:color_brick@7,ExtraUtilities:color_brick,Colored Bricks (Gray Frequency),false
bricksClay,1xtile.extrautils:color_brick@8,ExtraUtilities:color_brick,Colored Bricks (Light Gray Frequency),false
bricksClay,1xtile.extrautils:color_brick@9,ExtraUtilities:color_brick,Colored Bricks (Cyan Frequency),false
bricksClay,1xtile.extrautils:color_brick@10,ExtraUtilities:color_brick,Colored Bricks (Purple Frequency),false
bricksClay,1xtile.extrautils:color_brick@11,ExtraUtilities:color_brick,Colored Bricks (Blue Frequency),false
bricksClay,1xtile.extrautils:color_brick@12,ExtraUtilities:color_brick,Colored Bricks (Brown Frequency),false
bricksClay,1xtile.extrautils:color_brick@13,ExtraUtilities:color_brick,Colored Bricks (Green Frequency),false
bricksClay,1xtile.extrautils:color_brick@14,ExtraUtilities:color_brick,Colored Bricks (Red Frequency),false
bricksClay,1xtile.extrautils:color_brick@15,ExtraUtilities:color_brick,Colored Bricks (Black Frequency),false
bricksClayBlack,1xtile.extrautils:color_brick@0,ExtraUtilities:color_brick,Colored Bricks (White Frequency),false
bricksClayBlue,1xtile.extrautils:color_brick@4,ExtraUtilities:color_brick,Colored Bricks (Yellow Frequency),false
bricksClayBrown,1xtile.extrautils:color_brick@3,ExtraUtilities:color_brick,Colored Bricks (Light Blue Frequency),false
bricksClayCyan,1xtile.extrautils:color_brick@6,ExtraUtilities:color_brick,Colored Bricks (Pink Frequency),false
bricksClayGray,1xtile.extrautils:color_brick@8,ExtraUtilities:color_brick,Colored Bricks (Light Gray Frequency),false
bricksClayGreen,1xtile.extrautils:color_brick@2,ExtraUtilities:color_brick,Colored Bricks (Magenta Frequency),false
bricksClayLightBlue,1xtile.extrautils:color_brick@12,ExtraUtilities:color_brick,Colored Bricks (Brown Frequency),false
bricksClayLightGray,1xtile.extrautils:color_brick@7,ExtraUtilities:color_brick,Colored Bricks (Gray Frequency),false
bricksClayLime,1xtile.extrautils:color_brick@10,ExtraUtilities:color_brick,Colored Bricks (Purple Frequency),false
bricksClayMagenta,1xtile.extrautils:color_brick@13,ExtraUtilities:color_brick,Colored Bricks (Green Frequency),false
bricksClayOrange,1xtile.extrautils:color_brick@14,ExtraUtilities:color_brick,Colored Bricks (Red Frequency),false
bricksClayPink,1xtile.extrautils:color_brick@9,ExtraUtilities:color_brick,Colored Bricks (Cyan Frequency),false
bricksClayPurple,1xtile.extrautils:color_brick@5,ExtraUtilities:color_brick,Colored Bricks (Lime Frequency),false
bricksClayRed,1xtile.extrautils:color_brick@1,ExtraUtilities:color_brick,Colored Bricks (Orange Frequency),false
bricksClayWhite,1xtile.extrautils:color_brick@15,ExtraUtilities:color_brick,Colored Bricks (Black Frequency),false
bricksClayYellow,1xtile.extrautils:color_brick@11,ExtraUtilities:color_brick,Colored Bricks (Blue Frequency),false
bricksGravel,1xtile.extrautils:decorativeBlock1@6,ExtraUtilities:decorativeBlock1,Gravel Bricks,false
bricksStone,1xtile.extrautils:colorStoneBrick@0,ExtraUtilities:colorStoneBrick,Colored Stone Bricks (White Frequency),false
bricksStone,1xtile.extrautils:colorStoneBrick@1,ExtraUtilities:colorStoneBrick,Colored Stone Bricks (Orange Frequency),false
bricksStone,1xtile.extrautils:colorStoneBrick@2,ExtraUtilities:colorStoneBrick,Colored Stone Bricks (Magenta Frequency),false
bricksStone,1xtile.extrautils:colorStoneBrick@3,ExtraUtilities:colorStoneBrick,Colored Stone Bricks (Light Blue Frequency),false
bricksStone,1xtile.extrautils:colorStoneBrick@4,ExtraUtilities:colorStoneBrick,Colored Stone Bricks (Yellow Frequency),false
bricksStone,1xtile.extrautils:colorStoneBrick@5,ExtraUtilities:colorStoneBrick,Colored Stone Bricks (Lime Frequency),false
bricksStone,1xtile.extrautils:colorStoneBrick@6,ExtraUtilities:colorStoneBrick,Colored Stone Bricks (Pink Frequency),false
bricksStone,1xtile.extrautils:colorStoneBrick@7,ExtraUtilities:colorStoneBrick,Colored Stone Bricks (Gray Frequency),false
bricksStone,1xtile.extrautils:colorStoneBrick@8,ExtraUtilities:colorStoneBrick,Colored Stone Bricks (Light Gray Frequency),false
bricksStone,1xtile.extrautils:colorStoneBrick@9,ExtraUtilities:colorStoneBrick,Colored Stone Bricks (Cyan Frequency),false
bricksStone,1xtile.extrautils:colorStoneBrick@10,ExtraUtilities:colorStoneBrick,Colored Stone Bricks (Purple Frequency),false
bricksStone,1xtile.extrautils:colorStoneBrick@11,ExtraUtilities:colorStoneBrick,Colored Stone Bricks (Blue Frequency),false
bricksStone,1xtile.extrautils:colorStoneBrick@12,ExtraUtilities:colorStoneBrick,Colored Stone Bricks (Brown Frequency),false
bricksStone,1xtile.extrautils:colorStoneBrick@13,ExtraUtilities:colorStoneBrick,Colored Stone Bricks (Green Frequency),false
bricksStone,1xtile.extrautils:colorStoneBrick@14,ExtraUtilities:colorStoneBrick,Colored Stone Bricks (Red Frequency),false
bricksStone,1xtile.extrautils:colorStoneBrick@15,ExtraUtilities:colorStoneBrick,Colored Stone Bricks (Black Frequency),false
bricksStoneBlack,1xtile.extrautils:colorStoneBrick@0,ExtraUtilities:colorStoneBrick,Colored Stone Bricks (White Frequency),false
bricksStoneBlue,1xtile.extrautils:colorStoneBrick@4,ExtraUtilities:colorStoneBrick,Colored Stone Bricks (Yellow Frequency),false
bricksStoneBrown,1xtile.extrautils:colorStoneBrick@3,ExtraUtilities:colorStoneBrick,Colored Stone Bricks (Light Blue Frequency),false
bricksStoneCyan,1xtile.extrautils:colorStoneBrick@6,ExtraUtilities:colorStoneBrick,Colored Stone Bricks (Pink Frequency),false
bricksStoneGray,1xtile.extrautils:colorStoneBrick@8,ExtraUtilities:colorStoneBrick,Colored Stone Bricks (Light Gray Frequency),false
bricksStoneGreen,1xtile.extrautils:colorStoneBrick@2,ExtraUtilities:colorStoneBrick,Colored Stone Bricks (Magenta Frequency),false
bricksStoneLightBlue,1xtile.extrautils:colorStoneBrick@12,ExtraUtilities:colorStoneBrick,Colored Stone Bricks (Brown Frequency),false
bricksStoneLightGray,1xtile.extrautils:colorStoneBrick@7,ExtraUtilities:colorStoneBrick,Colored Stone Bricks (Gray Frequency),false
bricksStoneLime,1xtile.extrautils:colorStoneBrick@10,ExtraUtilities:colorStoneBrick,Colored Stone Bricks (Purple Frequency),false
bricksStoneMagenta,1xtile.extrautils:colorStoneBrick@13,ExtraUtilities:colorStoneBrick,Colored Stone Bricks (Green Frequency),false
bricksStoneOrange,1xtile.extrautils:colorStoneBrick@14,ExtraUtilities:colorStoneBrick,Colored Stone Bricks (Red Frequency),false
bricksStonePink,1xtile.extrautils:colorStoneBrick@9,ExtraUtilities:colorStoneBrick,Colored Stone Bricks (Cyan Frequency),false
bricksStonePurple,1xtile.extrautils:colorStoneBrick@5,ExtraUtilities:colorStoneBrick,Colored Stone Bricks (Lime Frequency),false
bricksStoneRed,1xtile.extrautils:colorStoneBrick@1,ExtraUtilities:colorStoneBrick,Colored Stone Bricks (Orange Frequency),false
bricksStoneWhite,1xtile.extrautils:colorStoneBrick@15,ExtraUtilities:colorStoneBrick,Colored Stone Bricks (Black Frequency),false
bricksStoneYellow,1xtile.extrautils:colorStoneBrick@11,ExtraUtilities:colorStoneBrick,Colored Stone Bricks (Blue Frequency),false
bronzeRod,1xitem.tconstruct.ToolRod@14,TConstruct:toolRod,Bronze Tool Rod,false
bucketCoal,1xitem.thermalfoundation.bucket@6,ThermalFoundation:bucket,Liquifacted Coal Bucket,false
bucketCryotheum,1xitem.thermalfoundation.bucket@4,ThermalFoundation:bucket,Gelid Cryotheum Bucket,false
bucketEnder,1xitem.thermalfoundation.bucket@2,ThermalFoundation:bucket,Resonant Ender Bucket,false
bucketGlowstone,1xitem.thermalfoundation.bucket@1,ThermalFoundation:bucket,Energized Glowstone Bucket,false
bucketPyrotheum,1xitem.thermalfoundation.bucket@3,ThermalFoundation:bucket,Blazing Pyrotheum Bucket,false
bucketRedstone,1xitem.thermalfoundation.bucket@0,ThermalFoundation:bucket,Destabilized Redstone Bucket,false
burntQuartz,1xtile.extrautils:decorativeBlock1@2,ExtraUtilities:decorativeBlock1,Burnt Quartz,false
cactusRod,1xitem.tconstruct.ToolRod@4,TConstruct:toolRod,Cactus Tool Rod,false
carpet,1xtile.chisel.carpet@0,chisel:carpet,Floor Carpet,false
charcoal,1xitem.coal@1,minecraft:coal,Charcoal,false
chestWood,1xtile.chest@0,minecraft:chest,Chest,false
chestWood,1xtile.ganyssurface.chest0@0,ganyssurface:chest0,Oak Chest,false
chestWood,1xtile.ganyssurface.chest1@0,ganyssurface:chest1,Spruce Chest,false
chestWood,1xtile.ganyssurface.chest2@0,ganyssurface:chest2,Birch Chest,false
chestWood,1xtile.ganyssurface.chest3@0,ganyssurface:chest3,Jungle Chest,false
chestWood,1xtile.ganyssurface.chest4@0,ganyssurface:chest4,Acacia Chest,false
chestWood,1xtile.ganyssurface.chest5@0,ganyssurface:chest5,Dark Oak Chest,false
clayHardened,1xtile.clayHardened@0,minecraft:hardened_clay,Hardened Clay,false
clayHardened,1xtile.clayHardenedStained@32767,minecraft:stained_hardened_clay,(wildcard),true
cloud,1xtile.chisel.cloud@0,chisel:cloud,Cloud,false
coal,1xitem.coal@0,minecraft:coal,Coal,false
cobaltRod,1xitem.tconstruct.ToolRod@10,TConstruct:toolRod,Cobalt Tool Rod,false
cobblestone,1xtile.stonebrick@0,minecraft:cobblestone,Cobblestone,false
cobblestone,1xtile.extrautils:color_stonebrick@0,ExtraUtilities:color_stonebrick,Colored Cobblestone (White Frequency),false
cobblestone,1xtile.extrautils:color_stonebrick@1,ExtraUtilities:color_stonebrick,Colored Cobblestone (Orange Frequency),false
cobblestone,1xtile.extrautils:color_stonebrick@2,ExtraUtilities:color_stonebrick,Colored Cobblestone (Magenta Frequency),false
cobblestone,1xtile.extrautils:color_stonebrick@3,ExtraUtilities:color_stonebrick,Colored Cobblestone (Light Blue Frequency),false
cobblestone,1xtile.extrautils:color_stonebrick@4,ExtraUtilities:color_stonebrick,Colored Cobblestone (Yellow Frequency),false
cobblestone,1xtile.extrautils:color_stonebrick@5,ExtraUtilities:color_stonebrick,Colored Cobblestone (Lime Frequency),false
cobblestone,1xtile.extrautils:color_stonebrick@6,ExtraUtilities:color_stonebrick,Colored Cobblestone (Pink Frequency),false
cobblestone,1xtile.extrautils:color_stonebrick@7,ExtraUtilities:color_stonebrick,Colored Cobblestone (Gray Frequency),false
cobblestone,1xtile.extrautils:color_stonebrick@8,ExtraUtilities:color_stonebrick,Colored Cobblestone (Light Gray Frequency),false
cobblestone,1xtile.extrautils:color_stonebrick@9,ExtraUtilities:color_stonebrick,Colored Cobblestone (Cyan Frequency),false
cobblestone,1xtile.extrautils:color_stonebrick@10,ExtraUtilities:color_stonebrick,Colored Cobblestone (Purple Frequency),false
cobblestone,1xtile.extrautils:color_stonebrick@11,ExtraUtilities:color_stonebrick,Colored Cobblestone (Blue Frequency),false
cobblestone,1xtile.extrautils:color_stonebrick@12,ExtraUtilities:color_stonebrick,Colored Cobblestone (Brown Frequency),false
cobblestone,1xtile.extrautils:color_stonebrick@13,ExtraUtilities:color_stonebrick,Colored Cobblestone (Green Frequency),false
cobblestone,1xtile.extrautils:color_stonebrick@14,ExtraUtilities:color_stonebrick,Colored Cobblestone (Red Frequency),false
cobblestone,1xtile.extrautils:color_stonebrick@15,ExtraUtilities:color_stonebrick,Colored Cobblestone (Black Frequency),false
cobblestone,1xtile.igneousCobblestone@32767,UndergroundBiomes:igneousCobblestone,(wildcard),true
cobblestone,1xtile.metamorphicCobblestone@32767,UndergroundBiomes:metamorphicCobblestone,(wildcard),true
cobblestone,1xtile.stonebrick@32767,minecraft:cobblestone,(wildcard),true
cobblestoneBlack,1xtile.extrautils:color_stonebrick@0,ExtraUtilities:color_stonebrick,Colored Cobblestone (White Frequency),false
cobblestoneBlue,1xtile.extrautils:color_stonebrick@4,ExtraUtilities:color_stonebrick,Colored Cobblestone (Yellow Frequency),false
cobblestoneBrown,1xtile.extrautils:color_stonebrick@3,ExtraUtilities:color_stonebrick,Colored Cobblestone (Light Blue Frequency),false
cobblestoneCyan,1xtile.extrautils:color_stonebrick@6,ExtraUtilities:color_stonebrick,Colored Cobblestone (Pink Frequency),false
cobblestoneGray,1xtile.extrautils:color_stonebrick@8,ExtraUtilities:color_stonebrick,Colored Cobblestone (Light Gray Frequency),false
